0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00
5.000000e-01	0.000000e+00	5.403023e-01	5.403023e-01
1.500000e+00	0.000000e+00	-9.899925e-01	-9.899925e-01
2.000000e+00	0.000000e+00	-6.536436e-01	-6.536436e-01
0.000000e+00	5.000000e-01	5.403023e-01	5.403023e-01
5.000000e-01	5.000000e-01	-3.134977e-01	-4.161468e-01
1.500000e+00	5.000000e-01	-7.293086e-01	-6.536436e-01
2.000000e+00	5.000000e-01	2.836622e-01	2.836622e-01
0.000000e+00	1.500000e+00	-9.899925e-01	-9.899925e-01
5.000000e-01	1.500000e+00	-7.390188e-01	-6.536436e-01
1.500000e+00	1.500000e+00	1.215420e+00	9.601703e-01
2.000000e+00	1.500000e+00	7.539023e-01	7.539023e-01
0.000000e+00	2.000000e+00	-6.536436e-01	-6.536436e-01
5.000000e-01	2.000000e+00	2.508903e-01	2.836622e-01
1.500000e+00	2.000000e+00	8.417280e-01	7.539023e-01
2.000000e+00	2.000000e+00	-1.508207e-01	-1.455000e-01
2.500000e+00	2.000000e+00	-9.111303e-01	-9.111303e-01
3.000000e+00	2.000000e+00	-8.390715e-01	-8.390715e-01
0.000000e+00	2.500000e+00	2.836622e-01	2.836622e-01
5.000000e-01	2.500000e+00	1.071359e+00	9.601703e-01
1.500000e+00	2.500000e+00	-1.591668e-01	-1.455000e-01
2.000000e+00	2.500000e+00	-9.981128e-01	-9.111303e-01
2.500000e+00	2.500000e+00	-9.724926e-01	-8.390715e-01
3.000000e+00	2.500000e+00	4.425698e-03	4.425698e-03
0.000000e+00	3.500000e+00	7.539023e-01	7.539023e-01
5.000000e-01	3.500000e+00	-1.594166e-01	-1.455000e-01
1.500000e+00	3.500000e+00	-8.508395e-01	-8.390715e-01
2.000000e+00	3.500000e+00	1.151492e-01	4.425698e-03
2.500000e+00	3.500000e+00	9.852516e-01	8.438540e-01
3.000000e+00	3.500000e+00	9.074468e-01	9.074468e-01
0.000000e+00	4.000000e+00	-1.455000e-01	-1.455000e-01
5.000000e-01	4.000000e+00	-9.111303e-01	-9.111303e-01
1.500000e+00	4.000000e+00	4.425698e-03	4.425698e-03
2.000000e+00	4.000000e+00	8.438540e-01	8.438540e-01
2.500000e+00	4.000000e+00	9.074468e-01	9.074468e-01
3.000000e+00	4.000000e+00	1.367372e-01	1.367372e-01
